item_id,item_name,addr1,state,lat,lng,phone,directions,site_brand,description_1,unitPrice_1,description_2,unitPrice_2,description_3,unitPrice_3,description_4,unitPrice_4,description_5,unitPrice_5,description_6,unitPrice_6,description_7,unitPrice_7,description_8,unitPrice_8,description_9,unitPrice_9,description_10,unitPrice_10
250165,MSE FOOD MART,2121 19TH ST,AL,33.538536,-86.8251426,2057806809,https://www.google.com/maps/dir//2121+19TH+ST+BIRMINGHAM+AL+35218,MARATHON,UNLD,2.699,Plus,3.199,DIESEL,3.299,,,,,,,,,,,,,,
250168,Marathon Gas Station,24637 Gratiot Ave,MI,42.476519,-82.9506927,5867183421,https://www.google.com/maps/dir//24637+Gratiot+Ave+Eastpointe+MI+48021,MARATHON,Regular,3.159,Race Fuel,3.199,Mid-Grade,3.959,Diesel,3.699,,,,,,,,,,,,
250169,I Mart Stores LLC WI0075,314 E Badger St,WI,44.3558513,-89.0814432,7152583345,https://www.google.com/maps/dir//314+E+Badger+St+Waupaca+WI+54981,MARATHON,UNLEADED,3.149,MID,3.599,PREMIUM,4.049,,,,,,,,,,,,,,
250170,ALLEN OIL 14,329 E MONTGOMERY CROSS,GA,31.9955244,-81.1126057,9129252407,https://www.google.com/maps/dir//329+E+MONTGOMERY+CROSS+SAVANNAH+GA+31401,MARATHON,UNLD,2.959,PLUS,3.759,PREM,4.199,DIESL,3.859,,,,,,,,,,,,
250175,Burger King,100 North Saint Francis Drive,NM,35.6889993,-105.9543588,5059881222,https://www.google.com/maps/dir//100+North+Saint+Francis+Drive+Santa+Fe+NM+87501,MARATHON,REGULAR,2.899,PLUS,3.149,PREMIUM,3.199,,,,,,,,,,,,,,
250176,KENTWOOD FUEL 1,1980 44TH ST SE,MI,42.8832238,-85.6165177,6164557950,https://www.google.com/maps/dir//1980+44TH+ST+SE+KENTWOOD+MI+49508,MARATHON,NOLEAD,2.979,MID GRADE,3.579,PREMIEM,4.179,DIESL,3.359,,,,,,,,,,,,
250178,Charlies,1511 Ridgefield Road,LA,29.7840106,-90.828769,9854466433,https://www.google.com/maps/dir//1511+Ridgefield+Road+Thibodaux+LA+70301,MARATHON,E10 UNL,2.799,NON UNL,3.399,NON PLUS,3.599,DIESEL,3.299,,,,,,,,,,,,
250179,Gas For Less,1300 East Sunset Dr,WA,48.7733069,-122.4567307,6506348449,https://www.google.com/maps/dir//1300+East+Sunset+Dr+Bellingham+WA+98226,MARATHON,,,,,,,,,,,,,,,,,,,,
250180,CENTRAL GAS RICHMOND,1825 Cutting Boulevard,CA,37.9255423,-122.3515683,6502670523,https://www.google.com/maps/dir//1825+Cutting+Boulevard+Richmond+CA+94804,MARATHON,REGULAR,4.199,PLUS,4.399,PREMIUM,4.499,,,,,,,,,,,,,,
250184,MARATHON MARKET,1156 HIGHWAY 50,TN,35.3011104,-85.9010945,9314673760,https://www.google.com/maps/dir//1156+HIGHWAY+50+PELHAM+TN+37366,MARATHON,UNLD,2.799,MID1,3.399,PREM,3.799,DIESL,3.299,,,,,,,,,,,,
250186,Skyland Marathon,2015 Skyland Blvd,AL,33.1684075,-87.5113556,2057222324,https://www.google.com/maps/dir//2015+Skyland+Blvd+Tuscaloosa+AL+35405,MARATHON,,,,,,,,,,,,,,,,,,,,
250193,Blackstone 717,405 North Main Street,VA,37.0845229,-77.9956518,8042977397,https://www.google.com/maps/dir//405+North+Main+Street+Blackstone+VA+23824,MARATHON,REGULAR,2.999,PLUS,3.399,PREMIUM,3.799,,,,,,,,,,,,,,
250194,SONNYS 2,512 Boonehill Road,SC,33.0013756,-80.207494,8035631053,https://www.google.com/maps/dir//512+Boonehill+Road+Summerville+SC+29483,MARATHON,Regular,2.799,Plus,3.249,Super,3.699,,,,,,,,,,,,,,
250195,HAMILTON AND LIVINGSTON MARATHON,1466 South Hamilton Rd,OH,39.9450923,-82.8773917,6144776795,https://www.google.com/maps/dir//1466+South+Hamilton+Rd+Columbus+OH+43227,MARATHON,REGULAR,3.099,PLUS,3.799,diesel,3.999,,,,,,,,,,,,,,
250196,KENDALLS GAS MART INC,1455 S LAMAR Boulevard,MS,34.3554834,-89.5205378,6622342230,https://www.google.com/maps/dir//1455+S+LAMAR+Boulevard+OXFORD+MS+38655,MARATHON,REG,2.699,MID,3.399,DIESEL,3.299,,,,,,,,,,,,,,
250197,Food Mart - Mabelton GA,6211 Mabelton Parkway,GA,33.8027304,-84.5675837,7709255344,https://www.google.com/maps/dir//6211+Mabelton+Parkway+Mabelton+GA+30126,MARATHON,UNLD,2.849,PLUS,3.349,DSL,3.559,,,,,,,,,,,,,,
250198,Summer Fuel Express,2389 Summer Ave,TN,35.1504443,-89.9792021,9012887144,https://www.google.com/maps/dir//2389+Summer+Ave+Memphis+TN+38112,MARATHON,UNLD,2.649,MID,3.399,DIESL,3.599,,,,,,,,,,,,,,
250199,THE LOG CABIN,2119 N Jefferson St NE,GA,33.1332573,-83.2299914,4782953232,https://www.google.com/maps/dir//2119+N+Jefferson+St+NE+Milledgeville+GA+31061,MARATHON,REG,2.899,PLUS,3.349,PREM,4.999,,,,,,,,,,,,,,
250200,Marathon MINI MART,223 MARSHALL ST,WV,39.9936632,-80.7297336,3042339808,https://www.google.com/maps/dir//223+MARSHALL+ST+MCMECHEN+WV+26040,MARATHON,,,,,,,,,,,,,,,,,,,,
250201,AM PM FOOD MART,1230 GA HWY 26 EAST,GA,32.310054,-84.4946103,2296492204,https://www.google.com/maps/dir//1230+GA+HWY+26+EAST+BUENA+VISTA+GA+31803,MARATHON,Unleaded,2.899,Plus,3.499,Diesel,3.399,,,,,,,,,,,,,,
250202,Express Lane - Kindred,220 1st Avenue S,ND,46.6461848,-97.0112258,7014283069,https://www.google.com/maps/dir//220+1st+Avenue+S+Kindred+ND+58051,MARATHON,,,,,,,,,,,,,,,,,,,,
250204,CABBAGE PATCH MARATHON,19492 Ohio 637,OH,41.194501,-84.448229,4193932271,https://www.google.com/maps/dir//19492+Ohio+637+Defiance+OH+43512,MARATHON,regular,3.099,DIESEL,3.499,,,,,,,,,,,,,,,,
250206,JJS,6188 N HIGHWAY 107,NC,35.1856638,-83.1326913,8287437778,https://www.google.com/maps/dir//6188+N+HIGHWAY+107+GLENVILLE+NC+28736,MARATHON,UNLD,3.059,OFFRD,3.399,PLUS,3.759,PREM,3.999,DIESEL,3.599,,,,,,,,,,
250209,22 Market,5205 US HWY 22 W,OH,39.4409801,-83.9203436,9373830250,https://www.google.com/maps/dir//5205+US+HWY+22+W+WILMINGTON+OH+45177,MARATHON,Regular,3.099,Plus,3.599,Diesel,3.499,,,,,,,,,,,,,,
250210,ADMIRAL 5846,924 Marshall Street,MI,42.5164632,-85.8358708,2696867555,https://www.google.com/maps/dir//924+Marshall+Street+Allegan+MI+49010,MARATHON,UNLEAD,3.059,MID,3.549,PREM,4.239,,,,,,,,,,,,,,
250211,Par Mar Store #182,1805 US ROUTE 60,WV,38.4157786,-82.0191248,3045623606,https://www.google.com/maps/dir//1805+US+ROUTE+60+HURRICANE+WV+25526,MARATHON,UNLD1,2.859,PLUS,3.359,SUPER,4.109,DIESL,3.599,,,,,,,,,,,,
250212,Seagrove Mart,408 N Broad St,NC,35.5453817,-79.7803315,7042615187,https://www.google.com/maps/dir//408+N+Broad+St+Seagrove+NC+27341,MARATHON,UNLD,2.799,PLUS,3.199,PREM,3.699,KERSN,6.999,,,,,,,,,,,,
250213,PETRO FOOD MART,269 KEYS FERRY STREET,GA,33.4465817,-84.1384636,7703207870,https://www.google.com/maps/dir//269+KEYS+FERRY+STREET+MCDONOUGH+GA+30253,MARATHON,Regular,2.899,Plus,3.659,Super,3.959,,,,,,,,,,,,,,
250215,SaveMore 1,3701 Greensboro Ave,AL,33.1752466,-87.5471969,2054548089,https://www.google.com/maps/dir//3701+Greensboro+Ave+Tuscaloosa+AL+35405,MARATHON,UNLD,2.779,MID1,3.179,PREM,3.579,,,,,,,,,,,,,,
250217,Crest Hill Investors LLC,1800 PLAINFIELD ROAD,IL,41.5555961,-88.1260915,8157306722,https://www.google.com/maps/dir//1800+PLAINFIELD+ROAD+CREST+HILL+IL+60403,MARATHON,E-85,2.999,Regular,3.229,Plus,3.729,Diesel,3.999,,,,,,,,,,,,
250218,Line Street Marathon,295 West Line Street,GA,34.5061364,-84.9553792,7068442943,https://www.google.com/maps/dir//295+West+Line+Street+Calhoun+GA+30701,MARATHON,UNLD,2.959,PLUS,3.459,DIESEL,3.899,,,,,,,,,,,,,,
250255,Muncie Pantry,1524 W UNIVERSITY AVE,IN,40.197777,-85.4042068,7652832004,https://www.google.com/maps/dir//1524+W+UNIVERSITY+AVE+MUNCIE+IN+47303,MARATHON,UNLEADED,2.999,MID1,3.499,PREMIUM,4.199,,,,,,,,,,,,,,
250256,MARATHON AL0097,101 Highway 59,AL,30.4872903,-87.7086598,2519894000,https://www.google.com/maps/dir//101+Highway+59+Summerdale+AL+36580,MARATHON,Regular,2.639,Plus,3.039,Diesel,3.099,,,,,,,,,,,,,,
250257,NEW DIXIE 11,1201 DABNEY DR,NC,36.330018,-78.4303151,2524383789,https://www.google.com/maps/dir//1201+DABNEY+DR+HENDERSON+NC+27536,MARATHON,UNLD1,2.859,PLUS,3.699,PREM,3.899,,,,,,,,,,,,,,
250258,MARATHON 1257,1257 WESTERN,OH,39.3333712,-83.0187127,7407751409,https://www.google.com/maps/dir//1257+WESTERN+CHILLICOTHE+OH+45601,MARATHON,REGUNL,3.129,PLUSUL,3.749,OFF RD DSL,3.799,DIESEL,3.999,,,,,,,,,,,,
250259,FIVE STAR 5440,155 HILLVIEW BOULEVARD,KY,38.0788579,-85.6685981,5022779102,https://www.google.com/maps/dir//155+HILLVIEW+BOULEVARD+LOUISVILLE+KY+40229,MARATHON,Regular,2.679,Plus,3.079,Diesel,2.999,,,,,,,,,,,,,,
250260,Central Gas Vallejo,2500 Sonoma Boulevard,CA,38.1093105,-122.254358,6502670523,https://www.google.com/maps/dir//2500+Sonoma+Boulevard+Vallejo+CA+94590,MARATHON,REGULAR,4.019,PLUS,4.319,PREMIUM,4.619,,,,,,,,,,,,,,
250261,Marathon Food Mart,781 East Circle Road,KY,38.0462814,-84.4536215,8592930154,https://www.google.com/maps/dir//781+East+Circle+Road+Lexington+KY+40505,MARATHON,UNLD,2.699,MID1,3.299,DSL,3.199,,,,,,,,,,,,,,
250262,Williamson One Stop,776 Georgia 362,GA,33.1823328,-84.3625226,5013924955,https://www.google.com/maps/dir//776+Georgia+362+Williamson+GA+30292,MARATHON,REGULAR,2.929,PLUS,3.329,DIESEL 1,3.369,PREMIUM,3.729,REGULAR E5,3.829,,,,,,,,,,
250263,MARION HRS INC,8005 E 42ND ST,IN,39.8324103,-86.0263117,3178901000,https://www.google.com/maps/dir//8005+E+42ND+ST+INDIANAPOLIS+IN+46226,MARATHON,UNLD,2.869,PLUS,3.389,PREM,3.789,DIESEL,7.121,,,,,,,,,,,,
250264,MINIT MART FOODS,1619 WEST STEVE WARNER DR,KY,37.0602266,-85.0963818,2708664446,https://www.google.com/maps/dir//1619+WEST+STEVE+WARNER+DR+RUSSELL+SPRINGS+KY+42642,MARATHON,REGULAR,2.799,plus,3.599,premium,3.999,,,,,,,,,,,,,,
250266,SUPER C TOBACCO,201 6TH AVE SOUTH,MS,33.9802564,-88.4846595,6622561511,https://www.google.com/maps/dir//201+6TH+AVE+SOUTH+AMORY+MS+38821,MARATHON,E10 REG,2.639,E10 MID,3.089,DIESL,3.499,,,,,,,,,,,,,,
250267,17TH AVE MARATHON,2353 NW 17TH AVE,FL,25.7990327,-80.2231215,3056386868,https://www.google.com/maps/dir//2353+NW+17TH+AVE+MIAMI+FL+33142,MARATHON,UNLD,2.989,MID,3.389,PREM,3.789,DIESL,3.799,,,,,,,,,,,,
250268,Marathon,2204 GLADE STREET,MI,43.2122374,-86.2589932,2314574379,https://www.google.com/maps/dir//2204+GLADE+STREET+MUSKEGON+MI+49444,MARATHON,UNLD,3.199,MID,4.799,PREM,4.999,DIESL,4.999,,,,,,,,,,,,
250269,LAKE HILLS FOOD STORE,10015 East Highway 25,FL,29.0472928,-81.9869089,3525025316,https://www.google.com/maps/dir//10015+East+Highway+25+Belleview+FL+34420,MARATHON,Unld,3.079,Plus,3.679,DIESEL,3.399,,,,,,,,,,,,,,
250270,ET FOOD MART,2106 BARNES ST,NC,36.3253561,-79.6408902,3363423535,https://www.google.com/maps/dir//2106+BARNES+ST+REIDSVILLE+NC+27320,MARATHON,UNLD,2.799,MID1,2.999,PREM,3.499,DIESL,3.699,,,,,,,,,,,,
250271,SHORTYS 4,1711 WEST BROADWAY,KY,38.2492442,-85.7807003,5025830014,https://www.google.com/maps/dir//1711+WEST+BROADWAY+LOUISVILLE+KY+40203,MARATHON,UNLD,2.899,E85,2.999,MID1,3.899,DSL,3.139,,,,,,,,,,,,
250272,ACE ENERGY 4508,908 S DUNCAN BYPASS,SC,34.6994688,-81.6250626,8644274512,https://www.google.com/maps/dir//908+S+DUNCAN+BYPASS+UNION+SC+29379,MARATHON,REGULAR,2.759,PLUS,3.239,PREMIUM,3.729,,,,,,,,,,,,,,
250273,Floyd Food Shop,5401 Floyd Road,GA,33.822509,-84.5748751,4704553268,https://www.google.com/maps/dir//5401+Floyd+Road+Mabelton+GA+30126,MARATHON,UNLD,2.849,MID,3.249,DIESEL,3.349,,,,,,,,,,,,,,
250274,PALISADES CORNER STOR INC,401 PALISADES,AL,33.4688084,-86.8181597,2058748606,https://www.google.com/maps/dir//401+PALISADES+BIRMINGHAM+AL+35209,MARATHON,UNLEAD,2.799,PLUS,3.459,PREM,3.899,,,,,,,,,,,,,,
250275,MELROSE PARK MARATHON,3301 W LAKE ST,IL,41.8972279,-87.8741352,7088651066,https://www.google.com/maps/dir//3301+W+LAKE+ST+MELROSE+PARK+IL+60160,MARATHON,Regular,3.399,Plus,3.899,Premium,4.399,,,,,,,,,,,,,,
250278,Pit Stop Convenience Stores,9036 N Seneca St,NY,43.0552202,-76.5577205,3158349393,https://www.google.com/maps/dir//9036+N+Seneca+St+Weedsport+NY+13166,MARATHON,87 NL,3.329,89 PLUS,3.829,90 ULTRA N,4.329,93 PREM,4.329,KERO,4.599,DIESEL,3.899,,,,,,,,
250279,Giant IN #838,1741 E STATE ROAD 163,IN,39.6579157,-87.4330477,7658322713,https://www.google.com/maps/dir//1741+E+STATE+ROAD+163+CLINTON+IN+47842,MARATHON,,,,,,,,,,,,,,,,,,,,
250280,Ohio Fuel and Food,302 NORTH MAIN STREET,IL,41.5591285,-89.4618101,8153762323,https://www.google.com/maps/dir//302+NORTH+MAIN+STREET+OHIO+IL+61349,MARATHON,UNLEAD,3.199,DIESEL,3.790,,,,,,,,,,,,,,,,
250281,Jet Food Store 48,2167 U.S. 441,GA,32.491513,-82.9329229,4785522588,https://www.google.com/maps/dir//2167+U.S.+441+Dublin+GA+31021,MARATHON,UNLD,2.899,MID,3.299,PREM,3.649,,,,,,,,,,,,,,
250282,Village Pantry 5482,2450 SAGAMORE PKWY N,IN,40.4432514,-86.8692723,7654231433,https://www.google.com/maps/dir//2450+SAGAMORE+PKWY+N+LAFAYETTE+IN+47904,MARATHON,Regular,2.949,Plus,3.419,Premium,4.089,Diesel,3.549,,,,,,,,,,,,
